mean,std,max,min,median,modus,skew,kurt,q1,q3,iqr,zcr_mean,zcr_median,zcr_std,zcr_kurt,zcr_skew,rmse_mean,rmse_median,rmse_std,rmse_kurt,rmse_skew
1.2092093250896485e-17,0.288675134492756,0.4999867046028665,-0.4999867046028665,0.0,-0.4999867046028665,2.748915737219779e-17,-1.2000000016969683,-0.2499933523014332,0.2499933523014332,0.4999867046028664,0.14195127744932431,0.051025390625,0.1583258914293646,0.16591189376709714,1.2446219819772648,0.024204573,0.02774376,0.011920358,-1.0694977,-0.40909654
-1.338134606992897e-17,0.2886751345096854,0.4999878572989776,-0.4999878572989776,0.0,-0.4999878572989776,6.756283851730616e-17,-1.200000001415474,-0.2499939286494888,0.2499939286494888,0.4999878572989776,0.07896894290123457,0.0419921875,0.11310996775521004,6.6246852239616345,2.7555505833230995,0.033364646,0.024260044,0.028711589,0.002439499,0.93588084
-6.423711025065885e-18,0.28867513455719496,0.49999192806289655,-0.49999192806289655,0.0,-0.49999192806289655,-6.146725409695906e-17,-1.2000000006254994,-0.2499959640314483,0.2499959640314483,0.4999919280628966,0.08955320247933884,0.03271484375,0.12339308777707407,2.292420392404776,1.9173596577899588,0.009701138,0.009680735,0.0056978525,-1.1812484,0.1033956
-2.356252724856806e-18,0.2886751345328113,0.4999896370909242,-0.4999896370909242,0.0,-0.4999896370909242,8.876500026680477e-17,-1.2000000010309428,-0.2499948185454621,0.2499948185454621,0.4999896370909242,0.17772409539473685,0.10009765625,0.21869360380579456,2.8738417296991114,2.0822817238723133,0.04546969,0.038437895,0.033075396,-0.78020024,0.48037657
-1.1673515128871957e-05,0.2886751345161368,0.49997665296974225,-0.5,-1.1673515128875608e-05,-0.5,-6.692567423738681e-17,-1.200000001308201,-0.25000583675756444,0.2499824897273067,0.4999883264848711,0.08812895275297619,0.042724609375,0.12102508928322887,3.342918277079976,2.206687834698183,0.0152587565,0.012423914,0.010901637,0.74253917,1.0105797
-5.639647678230822e-18,0.2886751345060149,0.49998759828360245,-0.49998759828360245,0.0,-0.49998759828360245,-3.113599828433689e-17,-1.2000000014765044,-0.24999379914180123,0.24999379914180123,0.49998759828360245,0.08623417721518987,0.048828125,0.10926839638614409,4.871364349227974,2.3716923856463916,0.03313108,0.021941042,0.032042205,-0.9893646,0.71260494
-1.0895619960798064e-05,0.288675134526273,0.4999782087600785,-0.5,-1.0895619960775769e-05,-0.5,4.2862498889715854e-16,-1.2000000011396592,-0.25000544780998035,0.24998365657005886,0.4999891043800392,0.147119140625,0.075927734375,0.18679603172646198,4.1504522686116205,2.2817316907993486,0.061451375,0.060348146,0.046214785,0.29082942,0.86244184
-1.2477428026605794e-18,0.2886751345252674,0.49998902473824003,-0.49998902473824003,0.0,-0.49998902473824003,8.246152966248963e-17,-1.2000000011563816,-0.24999451236912001,0.24999451236912001,0.49998902473824003,0.10094254740168539,0.0341796875,0.1592750090093074,3.1928120203028802,2.193506195107129,0.01927379,0.017844323,0.014562269,0.29548645,0.8878632
1.1550312435205204e-17,0.2886751345016964,0.49998730029717303,-0.49998730029717303,0.0,-0.49998730029717303,1.5942064500342227e-17,-1.2000000015483114,-0.2499936501485865,0.2499936501485865,0.499987300297173,0.0823546570616883,0.05078125,0.09799254097362542,6.3743837828468255,2.6880462763776496,0.037501432,0.031728487,0.030136386,0.8484247,1.0269318
-1.1093769596075986e-17,0.28867513454494753,0.49999070649244437,-0.49999070649244437,0.0,-0.49999070649244437,-1.2446841624751156e-16,-1.2000000008291447,-0.24999535324622219,0.24999535324622219,0.49999070649244437,0.12460384728773585,0.0361328125,0.19859641967562314,4.065871144361378,2.3139487684082396,0.03654948,0.034489825,0.026359558,-1.4490817,0.077153206
-7.4028012199896885e-06,0.28867513456317323,0.49998519439756,-0.5,-7.402801219981641e-06,-0.5,-1.1115393105840104e-16,-1.2000000005260945,-0.25000370140060996,0.24998889579817002,0.49999259719878,0.11692116477272728,0.03369140625,0.16350667539362757,0.3193201376039312,1.4402593892409234,0.010265892,0.009082315,0.007829418,-1.0313338,0.43183336
-1.2178487918926691e-05,0.28867513450918286,0.49997564302416214,-0.5,-1.2178487918939985e-05,-0.5,-3.4905747457590094e-16,-1.2000000014238297,-0.25000608924395945,0.2499817322681216,0.49998782151208104,0.16236255787037038,0.06103515625,0.22420624162008376,2.646112263958617,2.0194190519802904,0.044705186,0.046517067,0.021592695,-0.87265277,0.016707083
